,created_at,text,entities,public_metrics,union
450,2022-10-23T13:19:00.000Z,We're stepping up to help workers manage stress and mental health. Like the work of Local 8198 President Mayra Rivera in the aftermath of Hurricane Fiona in Puerto Rico. More in President Conway's latest blog: https://t.co/oo3JNuHt4d #EverybodysUnion #USWCares #1u https://t.co/EQ354rypSP,"{'urls': [{'start': 210, 'end': 233, 'url': 'https://t.co/oo3JNuHt4d', 'expanded_url': 'http://usw.to/49L', 'display_url': 'usw.to/49L', 'images': [{'url': 'https://pbs.twimg.com/news_img/1585804247051825154/rdI8EzqI?format=jpg&name=orig', 'width': 300, 'height': 201}, {'url': 'https://pbs.twimg.com/news_img/1585804247051825154/rdI8EzqI?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Solidarity Lifts Workers over Life’s Struggles', 'description': 'Navigating washed-out roads and piles of debris, Mayra Rivera quickly began checking on co-workers and neighbors after Hurricane Fiona battered Puerto Rico last month. Rivera, president of United Steelworkers (USW) Local 8198, realized she’d spend months if not years helping the island navigate a daunting cleanup and recovery process....', 'unwound_url': 'https://www.usw.org/blog/2022/solidarity-lifts-workers-over-lifes-struggles'}, {'start': 265, 'end': 288, 'url': 'https://t.co/EQ354rypSP', 'expanded_url': 'https://twitter.com/steelworkers/status/1584172538309099520/photo/1', 'display_url': 'pic.twitter.com/EQ354rypSP', 'media_key': '3_1583442419349069824'}, {'start': 265, 'end': 288, 'url': 'https://t.co/EQ354rypSP', 'expanded_url': 'https://twitter.com/steelworkers/status/1584172538309099520/photo/1', 'display_url': 'pic.twitter.com/EQ354rypSP', 'media_key': '3_1583442419386834944'}], 'annotations': [{'start': 105, 'end': 116, 'probability': 0.7896, 'type': 'Person', 'normalized_text': 'Mayra Rivera'}, {'start': 138, 'end': 152, 'probability': 0.3498, 'type': 'Place', 'normalized_text': 'Hurricane Fiona'}, {'start': 157, 'end': 167, 'probability': 0.9723, 'type': 'Place', 'normalized_text': 'Puerto Rico'}, {'start': 188, 'end': 193, 'probability': 0.8038, 'type': 'Person', 'normalized_text': 'Conway'}, {'start': 252, 'end': 259, 'probability': 0.6316, 'type': 'Place', 'normalized_text': 'USWCares'}], 'hashtags': [{'start': 234, 'end': 250, 'tag': 'EverybodysUnion'}, {'start': 251, 'end': 260, 'tag': 'USWCares'}, {'start': 261, 'end': 264, 'tag': '1u'}]}","{'retweet_count': 4, 'reply_count': 0, 'like_count': 5, 'quote_count': 0, 'impression_count': 0}",steelworkers
483,2022-10-22T04:44:01.000Z,"Natural disasters continue to affect our NALC brothers and sisters. You can help with a contribution to the NALC Disaster Relief Foundation. 100% of donations from NALC members go directly to assist other members. 
You can now donate online by credit card: https://t.co/tSCSWgOmID https://t.co/2m2X1haFxR","{'annotations': [{'start': 41, 'end': 44, 'probability': 0.7632, 'type': 'Organization', 'normalized_text': 'NALC'}, {'start': 108, 'end': 138, 'probability': 0.6598, 'type': 'Organization', 'normalized_text': 'NALC Disaster Relief Foundation'}, {'start': 164, 'end': 167, 'probability': 0.8836, 'type': 'Organization', 'normalized_text': 'NALC'}], 'urls': [{'start': 257, 'end': 280, 'url': 'https://t.co/tSCSWgOmID', 'expanded_url': 'https://nalc-info.org/donate-drf', 'display_url': 'nalc-info.org/donate-drf', 'status': 200, 'title': 'Profound UI', 'unwound_url': 'https://mops.nalc.org/profoundui/start?pgm=PAYPGM/DRF100@'}, {'start': 281, 'end': 304, 'url': 'https://t.co/2m2X1haFxR', 'expanded_url': 'https://twitter.com/NALC_National/status/1583680550522343424/photo/1', 'display_url': 'pic.twitter.com/2m2X1haFxR', 'media_key': '3_1583680547641085954'}]}","{'retweet_count': 6, 'reply_count': 0, 'like_count': 12, 'quote_count': 0, 'impression_count': 0}",NALC_National
519,2022-10-21T16:32:00.000Z,"There are BILLIONS of dollars in federal funding to help buildings — schools, hospitals, commercial facilities, homes and more — improve indoor air quality and energy efficiency.

The key to success? Hiring skilled, trained, certified professionals: https://t.co/Q0DaN4old8","{'urls': [{'start': 250, 'end': 273, 'url': 'https://t.co/Q0DaN4old8', 'expanded_url': 'https://www.betterairinbuildings.org/', 'display_url': 'betterairinbuildings.org', 'status': 200, 'title': 'Better Air in Buildings – Better Air in Buildings', 'description': 'The air we breathe is critical for our health and well-being. Proper indoor air quality can also help prevent the spread of COVID-19 and other infectious diseases. Despite its importance, poor indoor air quality is a widespread problem. Improving indoor air quality and ventilation in buildings is not only vital for our health, but will also make buildings more energy efficient, lower energy bills and make our buildings safe. There are billions of dollars in federal funding to help all buildings — schools,', 'unwound_url': 'https://www.betterairinbuildings.org/'}]}","{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'impression_count': 0}",smartunionworks
522,2022-10-21T15:26:00.000Z,"Education is among the most important work of our union. This week, hundreds gathered to learn about everything from health and safety to arbitration, new ways to communicate, legislative action, civil rights and more. #EverybodysUnion #1u #SmarterIsStronger https://t.co/YGTlrR4Spe","{'hashtags': [{'start': 219, 'end': 235, 'tag': 'EverybodysUnion'}, {'start': 236, 'end': 239, 'tag': '1u'}, {'start': 240, 'end': 258, 'tag': 'SmarterIsStronger'}], 'urls': [{'start': 259, 'end': 282, 'url': 'https://t.co/YGTlrR4Spe', 'expanded_url': 'https://twitter.com/steelworkers/status/1583479723090481153/photo/1', 'display_url': 'pic.twitter.com/YGTlrR4Spe', 'media_key': '3_1582749913485647872'}, {'start': 259, 'end': 282, 'url': 'https://t.co/YGTlrR4Spe', 'expanded_url': 'https://twitter.com/steelworkers/status/1583479723090481153/photo/1', 'display_url': 'pic.twitter.com/YGTlrR4Spe', 'media_key': '3_1582749997539495939'}, {'start': 259, 'end': 282, 'url': 'https://t.co/YGTlrR4Spe', 'expanded_url': 'https://twitter.com/steelworkers/status/1583479723090481153/photo/1', 'display_url': 'pic.twitter.com/YGTlrR4Spe', 'media_key': '3_1582750038912032774'}, {'start': 259, 'end': 282, 'url': 'https://t.co/YGTlrR4Spe', 'expanded_url': 'https://twitter.com/steelworkers/status/1583479723090481153/photo/1', 'display_url': 'pic.twitter.com/YGTlrR4Spe', 'media_key': '3_1582750075402555393'}]}","{'retweet_count': 2, 'reply_count': 0, 'like_count': 5, 'quote_count': 0, 'impression_count': 0}",steelworkers
523,2022-10-21T15:11:05.000Z,AFGE is 1 of 6 unions collaborating with the International Chemical Workers Union Council for health and safety trainings to help AFGE locals build capacity and resolve safety issues at the local level. https://t.co/VeTxN7mim2,"{'annotations': [{'start': 0, 'end': 3, 'probability': 0.5161, 'type': 'Other', 'normalized_text': 'AFGE'}, {'start': 45, 'end': 88, 'probability': 0.5487, 'type': 'Organization', 'normalized_text': 'International Chemical Workers Union Council'}, {'start': 130, 'end': 133, 'probability': 0.4974, 'type': 'Organization', 'normalized_text': 'AFGE'}], 'urls': [{'start': 203, 'end': 226, 'url': 'https://t.co/VeTxN7mim2', 'expanded_url': 'https://www.afge.org/article/afge-chemical-workers-union-join-hands-on-health--safety-disaster-response-training/', 'display_url': 'afge.org/article/afge-c…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1583475976226639872/XsfOVbaC?format=jpg&name=orig', 'width': 1020, 'height': 531}, {'url': 'https://pbs.twimg.com/news_img/1583475976226639872/XsfOVbaC?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'AFGE, Chemical Workers Union Join Hands on Health & Safety, Disaster Response Training', 'description': 'AFGE is collaborating with the International Chemical Workers Union Council (ICWUC) on health and safety training, including disaster response classes, to help AFGE locals build capacity and resolve health and safety issues at the local level.', 'unwound_url': 'https://www.afge.org/article/afge-chemical-workers-union-join-hands-on-health--safety-disaster-response-training/'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'impression_count': 0}",AFGENational
533,2022-10-21T13:22:32.000Z,"""During John. L. Lewis' presidency, he made it his mission of giving back by opening ten hospitals in remote coal towns that had never experienced the medical care we take for granted every day. We are continuing that work here today."" https://t.co/E0gYPCKIZI","{'annotations': [{'start': 8, 'end': 21, 'probability': 0.9294, 'type': 'Person', 'normalized_text': 'John. L. Lewis'}], 'urls': [{'start': 236, 'end': 259, 'url': 'https://t.co/E0gYPCKIZI', 'expanded_url': 'https://umwa.org/news-media/journal/wvu-medicine-childrens-hospital/', 'display_url': 'umwa.org/news-media/jou…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1583448656895561730/TS9DWSZ7?format=jpg&name=orig', 'width': 940, 'height': 788}, {'url': 'https://pbs.twimg.com/news_img/1583448656895561730/TS9DWSZ7?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'WVU Medicine Children’s Hospital - UMWA', 'description': 'On Saturday, September 24, 2022, West Virginia University Hospital opened its new and long-awaited children’s wing, WVU Hospital Children’s. The facility holds 150 beds and provides care to seriously ill and injured children. Additionally, the private rooms will give parents opportunities to stay overnight with their admitted children. WVU Medicine Children’s includes a heart wing […]', 'unwound_url': 'https://umwa.org/news-media/journal/wvu-medicine-childrens-hospital/'}]}","{'retweet_count': 7, 'reply_count': 0, 'like_count': 12, 'quote_count': 1, 'impression_count': 0}",MineWorkers
552,2022-10-20T20:01:42.000Z,Are you planning to take a certification exam? Test your knowledge with ANCC’s new Readiness Tests. The simulated test environment is timed and live-proctored. Take the test as many times as needed. In-person and remote options are available. Learn more. https://t.co/aF5b4LQuQ8 https://t.co/Lv439b7Evv,"{'annotations': [{'start': 72, 'end': 75, 'probability': 0.8032, 'type': 'Organization', 'normalized_text': 'ANCC'}], 'urls': [{'start': 255, 'end': 278, 'url': 'https://t.co/aF5b4LQuQ8', 'expanded_url': 'https://hubs.ly/Q01n5pgB0', 'display_url': 'hubs.ly/Q01n5pgB0', 'status': 200, 'title': 'Readiness Tests', 'description': 'Ease testing anxiety and evaluate your preparedness for the ANCC certification exams. Readiness Tests allow you to assess your knowledge comprehensively or in a focused content domain, experience the timed, live-proctored testing environment, and receive valuable performance feedback before taking your certification exam. The American Nurses Foundation is a separate charitable organization under Section 501(c)(3) of the Internal Revenue Code. The Foundation does not engage in political campaign activities', 'unwound_url': 'https://www.nursingworld.org/certification/readiness-tests/?utm_campaign=385200_2022ANCCMeasurementServicesReadinessTests_AUG_3010_&utm_source=twitter&utm_medium=social&utm_content=APRN_CCN_1200X628_LM'}, {'start': 279, 'end': 302, 'url': 'https://t.co/Lv439b7Evv', 'expanded_url': 'https://twitter.com/ANANursingWorld/status/1583186720274534401/photo/1', 'display_url': 'pic.twitter.com/Lv439b7Evv', 'media_key': '3_1583186716646588420'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'impression_count': 0}",ANANursingWorld
617,2022-10-19T20:07:54.000Z,Along with @AFTWisconsin we’re donating to the Campus Cupboard &amp; Clothes Closet at the University of Wisconsin Green Bay https://t.co/fQZFc9KT0N,"{'mentions': [{'start': 11, 'end': 24, 'username': 'AFTWisconsin', 'id': '2284240153', 'pinned_tweet_id': '1252915113683587075', 'url': 'http://t.co/VyVxXHLZ1y', 'name': 'AFT-Wisconsin', 'entities': {'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/VyVxXHLZ1y', 'expanded_url': 'http://www.aft-wisconsin.org', 'display_url': 'aft-wisconsin.org'}]}}, 'profile_image_url': 'https://pbs.twimg.com/profile_images/1201505746678140928/aWmgWORX_normal.jpg', 'location': 'Wisconsin, USA', 'public_metrics': {'followers_count': 1384, 'following_count': 1762, 'tweet_count': 2714, 'listed_count': 26}, 'description': 'The official Twitter account of AFT-Wisconsin, a public-sector labor union. Retweets and follows do not constitute endorsements.', 'created_at': '2014-01-09T23:09:11.000Z', 'protected': False, 'verified': False}], 'annotations': [{'start': 91, 'end': 123, 'probability': 0.6633, 'type': 'Organization', 'normalized_text': 'University of Wisconsin Green Bay'}], 'urls': [{'start': 125, 'end': 148, 'url': 'https://t.co/fQZFc9KT0N', 'expanded_url': 'https://twitter.com/AFTunion/status/1582825890337394688/photo/1', 'display_url': 'pic.twitter.com/fQZFc9KT0N', 'media_key': '3_1582825877318078476'}]}","{'retweet_count': 4, 'reply_count': 0, 'like_count': 6, 'quote_count': 0, 'impression_count': 0}",AFTunion
619,2022-10-19T20:01:38.000Z,"Get a FREE CHAPTER  https://t.co/dQ2qCtYtZo  of the new Public Health Nursing: Scope &amp; Standards of Practice, 3rd Edition. This must-have resource helps you reach communities in need and adapt to environments with limited resources.  #FreePreview #GreatResource https://t.co/pzZZkEOK3W","{'hashtags': [{'start': 238, 'end': 250, 'tag': 'FreePreview'}, {'start': 251, 'end': 265, 'tag': 'GreatResource'}], 'urls': [{'start': 20, 'end': 43, 'url': 'https://t.co/dQ2qCtYtZo', 'expanded_url': 'https://hubs.ly/Q01nn_cB0', 'display_url': 'hubs.ly/Q01nn_cB0', 'images': [{'url': 'https://pbs.twimg.com/news_img/1582824324247216128/MC4HPHM8?format=png&name=orig', 'width': 532, 'height': 350}, {'url': 'https://pbs.twimg.com/news_img/1582824324247216128/MC4HPHM8?format=png&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Scope and Standards of Practice', 'unwound_url': 'https://pages.nursingworld.org/scope-standards-of-practice?utm_campaign=419705_2022_PublicHealthNursingSS3E_CS_1008&utm_source=twitter&utm_medium=social&utm_term=ALL_1200X628_FREECHPTR_DL'}, {'start': 266, 'end': 289, 'url': 'https://t.co/pzZZkEOK3W', 'expanded_url': 'https://twitter.com/ANANursingWorld/status/1582824312998072320/photo/1', 'display_url': 'pic.twitter.com/pzZZkEOK3W', 'media_key': '3_1582824311664087064'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0, 'impression_count': 0}",ANANursingWorld
623,2022-10-19T19:07:20.000Z,"We’re here in Green Bay, WI kicking off our #AFTvotes What Kids and Communities Need bus tour! https://t.co/8IKr60d3lr","{'hashtags': [{'start': 44, 'end': 53, 'tag': 'AFTvotes'}], 'annotations': [{'start': 14, 'end': 22, 'probability': 0.9855, 'type': 'Place', 'normalized_text': 'Green Bay'}, {'start': 25, 'end': 26, 'probability': 0.3338, 'type': 'Place', 'normalized_text': 'WI'}], 'urls': [{'start': 95, 'end': 118, 'url': 'https://t.co/8IKr60d3lr', 'expanded_url': 'https://twitter.com/AFTunion/status/1582810648366370817/photo/1', 'display_url': 'pic.twitter.com/8IKr60d3lr', 'media_key': '3_1582810622428909575'}, {'start': 95, 'end': 118, 'url': 'https://t.co/8IKr60d3lr', 'expanded_url': 'https://twitter.com/AFTunion/status/1582810648366370817/photo/1', 'display_url': 'pic.twitter.com/8IKr60d3lr', 'media_key': '3_1582810622433058816'}, {'start': 95, 'end': 118, 'url': 'https://t.co/8IKr60d3lr', 'expanded_url': 'https://twitter.com/AFTunion/status/1582810648366370817/photo/1', 'display_url': 'pic.twitter.com/8IKr60d3lr', 'media_key': '3_1582810622441431040'}]}","{'retweet_count': 8, 'reply_count': 1, 'like_count': 26, 'quote_count': 9, 'impression_count': 0}",AFTunion
625,2022-10-19T19:03:43.000Z,"AFT Votes “What Kids and Communities Need” bus tour hits the road in Green Bay, WI  https://t.co/KdO0HfnFTC","{'annotations': [{'start': 0, 'end': 2, 'probability': 0.5679, 'type': 'Organization', 'normalized_text': 'AFT'}, {'start': 69, 'end': 77, 'probability': 0.9551, 'type': 'Place', 'normalized_text': 'Green Bay'}, {'start': 80, 'end': 81, 'probability': 0.5481, 'type': 'Place', 'normalized_text': 'WI'}], 'urls': [{'start': 84, 'end': 107, 'url': 'https://t.co/KdO0HfnFTC', 'expanded_url': 'https://twitter.com/i/broadcasts/1dRKZMoVzWzxB', 'display_url': 'twitter.com/i/broadcasts/1…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1582809742035939330/DSPbY5k8?format=jpg&name=orig', 'width': 1920, 'height': 1080}, {'url': 'https://pbs.twimg.com/news_img/1582809742035939330/DSPbY5k8?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Aft', 'description': 'AFT Votes “What Kids and Communities Need” bus tour hits the road in Green Bay, WI', 'unwound_url': 'https://twitter.com/i/broadcasts/1dRKZMoVzWzxB'}]}","{'retweet_count': 3, 'reply_count': 1, 'like_count': 2, 'quote_count': 0, 'impression_count': 0}",AFTunion
626,2022-10-19T18:19:00.000Z,"NEW: Maine Lobstering Union calls on the administration to take action to protect Maine’s safe and sustainable lobster fishery from threats to industry.

Read full release here: https://t.co/j9YbHKHTmx","{'annotations': [{'start': 5, 'end': 26, 'probability': 0.4752, 'type': 'Place', 'normalized_text': 'Maine Lobstering Union'}, {'start': 82, 'end': 86, 'probability': 0.8197, 'type': 'Place', 'normalized_text': 'Maine'}], 'urls': [{'start': 178, 'end': 201, 'url': 'https://t.co/j9YbHKHTmx', 'expanded_url': 'https://bit.ly/3giZE8w', 'display_url': 'bit.ly/3giZE8w', 'images': [{'url': 'https://pbs.twimg.com/news_img/1582798531957751809/Y0KXpRou?format=jpg&name=orig', 'width': 2560, 'height': 1920}, {'url': 'https://pbs.twimg.com/news_img/1582798531957751809/Y0KXpRou?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Maine Lobstering Union Urges White House to Intervene to Stop Threats to State’s Lobster Industry - IAMAW', 'description': 'Trenton, Maine, Oct. 19, 2022 –\xa0The Maine Lobstering Union, Local 207 of the International Association of Machinists and Aerospace Workers (IMLU) called on the Biden Administration to take action to protect Maine’s safe and sustainable lobster fishery that is being threatened by pending litigation and proposed regulations by NOAA-NMFS. In the letter sent to the', 'unwound_url': 'https://www.goiam.org/press-releases/maine-lobstering-union-urges-white-house-to-intervene-to-stop-threats-to-states-lobster-industry/'}]}","{'retweet_count': 3, 'reply_count': 0, 'like_count': 7, 'quote_count': 1, 'impression_count': 0}",MachinistsUnion
690,2022-10-18T16:03:59.000Z,"Show solidarity with essential City of Santa Cruz workers who are fighting for the sustainability of their community. @santacruzcitygovernment residents need public services, not turnover and vacancies! #UnionsForAll #Striketober https://t.co/ybqqCjLclp","{'urls': [{'start': 230, 'end': 253, 'url': 'https://t.co/ybqqCjLclp', 'expanded_url': 'https://twitter.com/SEIU/status/1582402120724381697/photo/1', 'display_url': 'pic.twitter.com/ybqqCjLclp', 'media_key': '3_1582402100495106049'}], 'hashtags': [{'start': 203, 'end': 216, 'tag': 'UnionsForAll'}, {'start': 217, 'end': 229, 'tag': 'Striketober'}], 'annotations': [{'start': 39, 'end': 48, 'probability': 0.9385, 'type': 'Place', 'normalized_text': 'Santa Cruz'}]}","{'retweet_count': 10, 'reply_count': 1, 'like_count': 22, 'quote_count': 0, 'impression_count': 0}",SEIU
737,2022-10-17T17:19:56.000Z,"Something incredible about South Fort Myers High is that in normal times, they have incredible CTE “academies” in plumbing, welding, automotive, nursing, agriculture, masonry &amp; electrical work, and more that lead to careers. https://t.co/y0LYuH5pGe","{'urls': [{'start': 229, 'end': 252, 'url': 'https://t.co/y0LYuH5pGe', 'expanded_url': 'https://twitter.com/AFTunion/status/1582058846448947202/photo/1', 'display_url': 'pic.twitter.com/y0LYuH5pGe', 'media_key': '3_1582058830531366918'}, {'start': 229, 'end': 252, 'url': 'https://t.co/y0LYuH5pGe', 'expanded_url': 'https://twitter.com/AFTunion/status/1582058846448947202/photo/1', 'display_url': 'pic.twitter.com/y0LYuH5pGe', 'media_key': '3_1582058830527139842'}, {'start': 229, 'end': 252, 'url': 'https://t.co/y0LYuH5pGe', 'expanded_url': 'https://twitter.com/AFTunion/status/1582058846448947202/photo/1', 'display_url': 'pic.twitter.com/y0LYuH5pGe', 'media_key': '3_1582058830527094788'}, {'start': 229, 'end': 252, 'url': 'https://t.co/y0LYuH5pGe', 'expanded_url': 'https://twitter.com/AFTunion/status/1582058846448947202/photo/1', 'display_url': 'pic.twitter.com/y0LYuH5pGe', 'media_key': '3_1582058830522884096'}], 'annotations': [{'start': 27, 'end': 47, 'probability': 0.4118, 'type': 'Other', 'normalized_text': 'South Fort Myers High'}, {'start': 95, 'end': 97, 'probability': 0.5289, 'type': 'Other', 'normalized_text': 'CTE'}]}","{'retweet_count': 5, 'reply_count': 1, 'like_count': 9, 'quote_count': 1, 'impression_count': 0}",AFTunion
743,2022-10-17T16:17:34.000Z,"Where Coast Guard, FEMA, and many other helicopters were landing for the aid and rescue effort. https://t.co/vIWjaSoCzI","{'urls': [{'start': 96, 'end': 119, 'url': 'https://t.co/vIWjaSoCzI', 'expanded_url': 'https://twitter.com/AFTunion/status/1582043150230487045/photo/1', 'display_url': 'pic.twitter.com/vIWjaSoCzI', 'media_key': '3_1582043131532410887'}], 'annotations': [{'start': 6, 'end': 16, 'probability': 0.5351, 'type': 'Place', 'normalized_text': 'Coast Guard'}, {'start': 19, 'end': 22, 'probability': 0.3311, 'type': 'Organization', 'normalized_text': 'FEMA'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'impression_count': 0}",AFTunion
747,2022-10-17T15:57:38.000Z,"This hall was the main point of entry when South was the shelter for the storm. It was used to house FEMA personnel, police officers keeping folks safe, and resources like water and blankets. https://t.co/tsZchGBMFD","{'urls': [{'start': 192, 'end': 215, 'url': 'https://t.co/tsZchGBMFD', 'expanded_url': 'https://twitter.com/AFTunion/status/1582038131511263234/photo/1', 'display_url': 'pic.twitter.com/tsZchGBMFD', 'media_key': '3_1582038120379334657'}], 'annotations': [{'start': 101, 'end': 104, 'probability': 0.3318, 'type': 'Organization', 'normalized_text': 'FEMA'}]}","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 1, 'impression_count': 0}",AFTunion
762,2022-10-17T14:31:25.000Z,"This morning President @rweingarten is with @FloridaEA President @andrewsparfea, Lee County Federation President Kevin Daly, Falmouth County Pres Arlesr Graham, and others to tour Tice Elementary School. Tice is one of 17 schools that are reopening today after Hurricane Ian. https://t.co/f3dlElW32k","{'urls': [{'start': 276, 'end': 299, 'url': 'https://t.co/f3dlElW32k', 'expanded_url': 'https://twitter.com/AFTunion/status/1582016435098128384/photo/1', 'display_url': 'pic.twitter.com/f3dlElW32k', 'media_key': '3_1582016421613166592'}, {'start': 276, 'end': 299, 'url': 'https://t.co/f3dlElW32k', 'expanded_url': 'https://twitter.com/AFTunion/status/1582016435098128384/photo/1', 'display_url': 'pic.twitter.com/f3dlElW32k', 'media_key': '3_1582016421613150208'}], 'mentions': [{'start': 23, 'end': 35, 'username': 'rweingarten', 'id': '245424983', 'verified': True, 'url': 'https://t.co/gs9ktwOAzg', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1618712426777829377/JIj9bXWo_normal.jpg', 'public_metrics': {'followers_count': 122767, 'following_count': 4803, 'tweet_count': 205341, 'listed_count': 2265}, 'location': 'Washington, DC', 'description': 'AFT Prez.Teacher.Unionist. Fighting 4 children & communities, democracy, justice, public ed & healthcare & freedom 4 all. Wife of @Skleinbaum. Pronouns: She/her', 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/gs9ktwOAzg', 'expanded_url': 'http://www.aft.org', 'display_url': 'aft.org'}]}, 'description': {'mentions': [{'start': 130, 'end': 141, 'username': 'Skleinbaum'}]}}, 'name': 'Randi Weingarten 🇺🇦🇺🇸💪🏿👩\u200d🎓', 'created_at': '2011-01-31T17:30:51.000Z', 'pinned_tweet_id': '1623118676726624257', 'protected': False}, {'start': 44, 'end': 54, 'username': 'FloridaEA', 'id': '21102126', 'verified': False, 'url': 'https://t.co/n4ITyBkRH2', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1546477136407560192/tksyxDh1_normal.jpg', 'public_metrics': {'followers_count': 13297, 'following_count': 482, 'tweet_count': 12128, 'listed_count': 239}, 'location': 'Tallahassee, FL', 'description': 'We are the statewide teachers union in Florida.\n\nFollow us on Instagram: @FloridaEA', 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/n4ITyBkRH2', 'expanded_url': 'http://feaweb.org', 'display_url': 'feaweb.org'}]}, 'description': {'mentions': [{'start': 73, 'end': 83, 'username': 'FloridaEA'}]}}, 'name': 'Florida Education Association', 'created_at': '2009-02-17T16:20:54.000Z', 'protected': False}, {'start': 65, 'end': 79, 'username': 'andrewsparfea', 'id': '62167610', 'verified': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/1623156205827809281/X9vq-9gi_normal.jpg', 'public_metrics': {'followers_count': 3314, 'following_count': 561, 'tweet_count': 7368, 'listed_count': 28}, 'location': 'Florida, USA', 'description': 'President of the Florida Education Association. Working for great public schools for all children.', 'name': 'Andrew Spar', 'created_at': '2009-08-02T01:43:42.000Z', 'protected': False}], 'annotations': [{'start': 81, 'end': 101, 'probability': 0.8053, 'type': 'Organization', 'normalized_text': 'Lee County Federation'}, {'start': 113, 'end': 122, 'probability': 0.8174, 'type': 'Person', 'normalized_text': 'Kevin Daly'}, {'start': 125, 'end': 139, 'probability': 0.7345, 'type': 'Place', 'normalized_text': 'Falmouth County'}, {'start': 146, 'end': 158, 'probability': 0.5797, 'type': 'Other', 'normalized_text': 'Arlesr Graham'}, {'start': 180, 'end': 201, 'probability': 0.6345, 'type': 'Other', 'normalized_text': 'Tice Elementary School'}, {'start': 261, 'end': 273, 'probability': 0.4816, 'type': 'Other', 'normalized_text': 'Hurricane Ian'}]}","{'retweet_count': 7, 'reply_count': 2, 'like_count': 12, 'quote_count': 1, 'impression_count': 0}",AFTunion
775,2022-10-17T12:25:28.000Z,"More work opportunities arising from new battery plant construction, this time in Lansing, Michigan (@Local7Smart): https://t.co/fubz1ADUbr","{'urls': [{'start': 116, 'end': 139, 'url': 'https://t.co/fubz1ADUbr', 'expanded_url': 'https://www.lansingstatejournal.com/story/money/business/2022/09/07/2-6-billion-lansing-battery-cell-plant-ultium-cells-construction/65857622007/', 'display_url': 'lansingstatejournal.com/story/money/bu…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1581984740454072321/rwZ-7Et3?format=jpg&name=orig', 'width': 1600, 'height': 800}, {'url': 'https://pbs.twimg.com/news_img/1581984740454072321/rwZ-7Et3?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': '$2.6-billion battery plant starts to take shape in Lansing area', 'description': 'Steel construction has begun for the $2.6 billion, 2.8 million-square-feet Ultium Cells battery plant in the Lansing area.', 'unwound_url': 'https://www.lansingstatejournal.com/story/money/business/2022/09/07/2-6-billion-lansing-battery-cell-plant-ultium-cells-construction/65857622007/'}], 'annotations': [{'start': 91, 'end': 98, 'probability': 0.9398, 'type': 'Place', 'normalized_text': 'Michigan'}], 'mentions': [{'start': 101, 'end': 113, 'username': 'Local7Smart', 'id': '1232399810868764673', 'created_at': '2020-02-25T20:20:00.000Z', 'name': 'SMART Local 7', 'public_metrics': {'followers_count': 23, 'following_count': 22, 'tweet_count': 10, 'listed_count': 0}, 'url': 'https://t.co/ilo4sx4JbV', 'description': '', 'location': 'Lansing, MI', 'profile_image_url': 'https://pbs.twimg.com/profile_images/1232400628154093568/Mols4S92_normal.jpg', 'entities': {'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ilo4sx4JbV', 'expanded_url': 'http://www.sheetmetal7.org', 'display_url': 'sheetmetal7.org'}]}}, 'verified': False, 'protected': False}]}","{'retweet_count': 2, 'reply_count': 0, 'like_count': 7, 'quote_count': 0, 'impression_count': 0}",smartunionworks
